iter	MultiClass
0	0.9207380364
1	0.7892928983
2	0.6866351984
3	0.6026022966
4	0.5324217466
5	0.4731285123
6	0.4235088884
7	0.3807482605
8	0.3436250674
9	0.3114106169
10	0.2835630596
11	0.2587213667
12	0.2369383897
13	0.2173107981
14	0.2002307463
15	0.1850008145
16	0.1714132886
17	0.1591342002
18	0.1482663124
19	0.138454804
20	0.1300373387
21	0.1221389724
22	0.1152600111
23	0.1091209234
24	0.103324391
25	0.09813196123
26	0.09325503437
27	0.08890035627
28	0.08494397129
29	0.08138275322
30	0.07818637238
31	0.07533339594
32	0.07262304264
33	0.07041543547
34	0.06812714995
35	0.0661066696
36	0.06424946441
37	0.06278226898
38	0.06101470026
39	0.05950626081
40	0.05815098175
41	0.05677553691
42	0.05578534943
43	0.05470294345
44	0.05379955306
45	0.05275882801
46	0.05196811198
47	0.05107514607
48	0.05030796976
49	0.04976338159
50	0.04894477559
51	0.04831334911
52	0.04785812686
53	0.04698704354
54	0.04632875735
55	0.0459215141
56	0.04532552574
57	0.04480794735
58	0.04454586667
59	0.0442137987
60	0.04386570438
61	0.04346131332
62	0.04309535266
63	0.04275141789
64	0.04259309291
65	0.0422250304
66	0.04187792109
67	0.04164825618
68	0.04150199061
69	0.04111658488
70	0.04088977019
71	0.0404601141
72	0.04025504357
73	0.03991586599
74	0.03964727142
75	0.0394826268
76	0.03931696948
77	0.03901528803
78	0.03877550962
79	0.03865046846
80	0.03842609291
81	0.03822680788
82	0.03798968307
83	0.03789329256
84	0.03784496689
85	0.0376715857
86	0.03759429993
87	0.0374507811
88	0.03729992377
89	0.03713434334
90	0.03704798522
91	0.03695156191
92	0.03688772239
93	0.03673081545
94	0.03662407005
95	0.03655363927
96	0.03648125366
97	0.03631362502
98	0.03622445151
99	0.036075837
100	0.03598176118
101	0.03588159107
102	0.03580297298
103	0.03572138396
104	0.0356599718
105	0.03559886268
106	0.03550675413
107	0.03546773725
108	0.03531917409
109	0.03514271911
110	0.034961857
111	0.03475063662
112	0.03463627371
113	0.03455549307
114	0.03449322286
115	0.03440559891
116	0.03432425519
117	0.03427062568
118	0.0342353646
119	0.03412489636
120	0.03404833058
121	0.03386624997
122	0.03374523847
123	0.03367923981
124	0.03364246872
125	0.03358037318
126	0.03352354394
127	0.03345423447
128	0.03336002307
129	0.03329902008
130	0.03323558517
131	0.03312079658
132	0.03304828919
133	0.03301070169
134	0.0329637934
135	0.0329361652
136	0.03288199357
137	0.03279374779
138	0.03271712984
139	0.03266213145
140	0.03260982727
141	0.03254666912
142	0.03250168078
143	0.03238530406
144	0.03224678421
145	0.03217718231
146	0.0321532618
147	0.03206753646
148	0.03201166796
149	0.0319440015
150	0.03184250379
151	0.03175829727
152	0.03170949372
153	0.03165354046
154	0.03162791963
155	0.03155666162
156	0.03146106638
157	0.03137618847
158	0.03134200918
159	0.03124987797
160	0.03122301699
161	0.03117310805
162	0.03112730292
163	0.03109808803
164	0.03102561721
165	0.03096108899
166	0.03091948999
167	0.03077327977
168	0.0307087863
169	0.03065271434
170	0.03061433967
171	0.03057981949
172	0.0305007156
173	0.03046349972
174	0.03037793624
175	0.03028550788
176	0.03025647645
177	0.03021696225
178	0.03012089431
179	0.03008817501
180	0.03004371739
181	0.02996235874
182	0.02989634518
183	0.029866039
184	0.02981626464
185	0.02979380838
186	0.02977359463
187	0.02972984673
188	0.02967927374
189	0.0296174166
190	0.02954861196
191	0.02949563498
192	0.02947256275
193	0.02943606889
194	0.02937687043
195	0.02930757599
196	0.02922847673
197	0.02917486994
198	0.02913664551
199	0.02910041496
200	0.02907596211
201	0.02904683098
202	0.02902027726
203	0.02898570206
204	0.02893037991
205	0.02882944261
206	0.02880012172
207	0.02873563889
208	0.02866994545
209	0.02864330982
210	0.0286331239
211	0.02858130139
212	0.02852750223
213	0.02851284821
214	0.02846106735
215	0.02842274968
216	0.02838591905
217	0.02837606593
218	0.02832830504
219	0.02830176933
220	0.02826896572
221	0.02820684754
222	0.02816515108
223	0.02813148152
224	0.02808031599
225	0.02804061529
226	0.02802195475
227	0.02800545465
228	0.02796816005
229	0.02793543471
230	0.02791381314
231	0.02788631772
232	0.02786876866
233	0.02783681671
234	0.02775759666
235	0.02773158464
236	0.02769871879
237	0.02767009812
238	0.0276266003
239	0.02759516134
240	0.02757554356
241	0.02755411625
242	0.02747507962
243	0.02742919237
244	0.02738883001
245	0.0273607278
246	0.02733496498
247	0.02726165485
248	0.02721335204
249	0.0271992291
250	0.02713786679
251	0.02710999746
252	0.02706984207
253	0.0270352452
254	0.02692090503
255	0.02687023715
256	0.02683836002
257	0.0268057822
258	0.02677022471
259	0.02673773191
260	0.02671679706
261	0.02665021786
262	0.02657884008
263	0.02655774452
264	0.02653609918
265	0.02648900262
266	0.0264775768
267	0.02646648165
268	0.02643772266
269	0.02639267467
270	0.02636576687
271	0.02634731996
272	0.02631304819
273	0.02628612723
274	0.02626125758
275	0.02621277336
276	0.02619085819
277	0.02617179865
278	0.02615003018
279	0.02611792065
280	0.02610151446
281	0.02605885114
282	0.02603073134
283	0.02599328436
284	0.02597549239
285	0.0259609265
286	0.02591324604
287	0.02587958189
288	0.02585198165
289	0.02580247495
290	0.02575517054
291	0.02571035544
292	0.02565859294
293	0.02563838034
294	0.02560099565
295	0.02556623184
296	0.02553287868
297	0.02548438512
298	0.02546134887
299	0.02539352375
300	0.02537040844
301	0.0253417706
302	0.02530702041
303	0.02527884661
304	0.02526047344
305	0.0252378203
306	0.02520749795
307	0.02518582474
308	0.02516851954
309	0.02512032183
310	0.02507713315
311	0.02503557949
312	0.02501566175
313	0.02499458754
314	0.02495797478
315	0.02494178821
316	0.02492632698
317	0.02488714506
318	0.02486039429
319	0.02483746305
320	0.02479929659
321	0.02479013945
322	0.02477047232
323	0.02472334873
324	0.02470356891
325	0.02467817035
326	0.02464832467
327	0.02462352941
328	0.02458802893
329	0.0245597803
330	0.02453261184
331	0.02450958353
332	0.02449882929
333	0.02448565733
334	0.0244548671
335	0.02443123027
336	0.02438658958
337	0.02435962709
338	0.02430553267
339	0.02428549131
340	0.02424629147
341	0.02422771702
342	0.0241932
343	0.02415665287
344	0.02413252738
345	0.02411371828
346	0.02407811311
347	0.02405205475
348	0.02401734433
349	0.02399341991
350	0.0239726594
351	0.02395113045
352	0.02393122213
353	0.02390100882
354	0.02386366157
355	0.02383714583
356	0.02380531392
357	0.02375858916
358	0.02374883278
359	0.02372956372
360	0.02371134597
361	0.02369671149
362	0.02367918874
363	0.02366563784
364	0.02364918315
365	0.02363657104
366	0.02362144024
367	0.02358516058
368	0.02354155852
369	0.0235028979
370	0.02348073947
371	0.02347204752
372	0.02344884021
373	0.02343227522
374	0.02342497897
375	0.02339068072
376	0.02334351614
377	0.02333371547
378	0.02332896722
379	0.02330409411
380	0.02329023467
381	0.02326453833
382	0.02324078049
383	0.02322722623
384	0.0232142348
385	0.02319418396
386	0.02316347957
387	0.02315182865
388	0.02311358587
389	0.02307312484
390	0.02305363542
391	0.023016844
392	0.02300560691
393	0.02296089582
394	0.02294768395
395	0.02292938394
396	0.02290825678
397	0.02289951234
398	0.02288729961
399	0.02286534931
400	0.02285000404
401	0.02282951463
402	0.02279893578
403	0.02278313314
404	0.02277237045
405	0.02274486467
406	0.02273602549
407	0.0227069868
408	0.02269294624
409	0.02267969556
410	0.02266676416
411	0.02265179926
412	0.02262392118
413	0.02259844349
414	0.02257666012
415	0.02255860836
416	0.02253189696
417	0.02249736179
418	0.0224707017
419	0.02246133151
420	0.02243841599
421	0.02241180043
422	0.02239578832
423	0.02237760047
424	0.02235855927
425	0.02233854809
426	0.02232749091
427	0.02230824173
428	0.02227597343
429	0.02225866125
430	0.02222263122
431	0.02219850691
432	0.02217474089
433	0.02216422007
434	0.02215136831
435	0.02213504895
436	0.02209767492
437	0.02209219629
438	0.02207716934
439	0.02205780564
440	0.02204173401
441	0.02203263162
442	0.02201351523
443	0.02199883101
444	0.02196598052
445	0.02193051764
446	0.02190372252
447	0.0218874874
448	0.0218533155
449	0.02183474471
450	0.02180225072
451	0.02176577947
452	0.02174575635
453	0.02171426498
454	0.02170190674
455	0.02167850564
456	0.02164037866
457	0.02160699735
458	0.0215895926
459	0.02158111435
460	0.02154721848
461	0.02152838297
462	0.02151150924
463	0.02149662592
464	0.02147390656
465	0.02145650379
466	0.02142407799
467	0.02139526111
468	0.0213719664
469	0.02135829023
470	0.02132697146
471	0.02131014895
472	0.02129353806
473	0.02127929982
474	0.02126565929
475	0.02125220371
476	0.02122615729
477	0.02121233058
478	0.02118540637
479	0.02117136087
480	0.02114209007
481	0.02111494959
482	0.02109875741
483	0.02108969541
484	0.02108189902
485	0.02107539282
486	0.02105504572
487	0.02101937227
488	0.02100424691
489	0.02099098802
490	0.02098406768
491	0.02094780527
492	0.02092517228
493	0.02091261617
494	0.020887086
495	0.02087022822
496	0.0208507941
497	0.02083489807
498	0.02081227762
499	0.02078901433
500	0.02076527822
501	0.0207471107
502	0.02073771879
503	0.02072716057
504	0.02070265138
505	0.02069212546
506	0.02067444138
507	0.02066610749
508	0.02065559376
509	0.02063255061
510	0.02059840035
511	0.02058166195
